Fakturanr.;Fakturadato;Forfallsdato;Kundenummer;Avdelingsnummer;Avdelingsnavn;Prosjektnummer;Prosjektleder Nummer;Beløp ekskl. mva;Valuta;Beløp inkl. mva;Betalt;Utestående;Purring;Purring Status;Purring Sist sendt;Purring Forfallsdato
9505.0;0003-02-28;0003-03-30;10976;;Avdeling;0002.93;;196900.0;NOK;246125.0;246125.0;0.0;;;;
9506.0;0003-04-01;0003-05-01;10965;;Avdeling;0003.16;;79600.0;NOK;99500.0;99500.0;0.0;;;;
9507.0;0003-04-01;0003-05-01;10771;;Avdeling;0003.12;;3090.0;NOK;3862.5;3862.5;0.0;;;;
9508.0;0003-04-01;0003-05-01;10962;;Avdeling;nan;;32400.0;NOK;40500.0;0.0;40500.0;;;;
9509.0;0003-04-01;0003-05-01;10695;;Avdeling;-001.66;;19800.0;NOK;24750.0;24750.0;0.0;;;;
9510.0;0003-04-01;0003-05-01;10963;;Avdeling;nan;;37200.0;NOK;46500.0;46500.0;0.0;;;;
9511.0;0003-04-01;0003-05-01;10875;;Avdeling;0003.32;;8507.4;NOK;10634.26;10634.26;0.0;;;;
9512.0;0003-04-01;0003-05-16;10939;;Avdeling;0002.81;;330600.0;NOK;413250.0;413250.0;0.0;;;;
9513.0;0003-04-01;0003-05-16;10939;;Avdeling;nan;;56400.0;NOK;70500.0;70500.0;0.0;;;;
9514.0;0003-04-01;0003-05-01;10875;;Avdeling;0002.21;;140800.0;NOK;176000.0;176000.0;0.0;;;;
9515.0;0003-04-01;0003-05-01;10862;;Avdeling;0002.05;;17850.0;NOK;22312.5;22312.5;0.0;;;;
9516.0;0003-04-01;0003-05-01;10773;;Avdeling;0001.65;;148300.0;NOK;185375.0;185375.0;0.0;;;;
9517.0;0003-04-01;0003-05-01;10740;;Avdeling;0000.54;;8400.0;NOK;10500.0;10500.0;0.0;;;;
9518.0;0003-04-01;0003-05-01;10702;;Avdeling;0000.09;;15900.0;NOK;19875.0;19875.0;0.0;;;;
9519.0;0003-04-01;0003-05-01;10739;;Avdeling;nan;;9450.0;NOK;11812.5;11812.5;0.0;;;;
9520.0;0003-04-01;0003-05-16;10171;;Avdeling;nan;;50400.0;NOK;63000.0;63000.0;0.0;;;;
9521.0;0003-04-01;0003-05-01;10903;;Avdeling;nan;;4750.0;NOK;5937.5;5937.5;0.0;;;;
9522.0;0003-04-01;0003-05-01;10692;;Avdeling;nan;;509600.0;NOK;637000.0;0.0;637000.0;;;;
9523.0;0003-04-01;0003-05-01;10971;;Avdeling;nan;;72090.0;NOK;90112.5;0.0;90112.5;;;;
9524.0;0003-04-01;0003-05-01;10973;;Avdeling;0003.29;;26150.0;NOK;32687.5;0.0;32687.5;;;;
9525.0;0003-04-01;0003-05-01;10897;;Avdeling;nan;;43560.0;NOK;54450.0;54450.0;0.0;;;;
9526.0;0003-04-01;0003-05-01;10002;;Avdeling;0003.27;;4000.0;NOK;5000.0;0.0;5000.0;;;;
9527.0;0003-04-01;0003-05-01;10246;;Avdeling;0003.26;;32180.0;NOK;40225.0;0.0;40225.0;;;;
9528.0;0003-04-01;0003-05-01;10951;;Avdeling;0003.19;;18150.0;NOK;22687.5;22687.5;0.0;;;;
9529.0;0003-04-01;0003-05-01;10142;;Avdeling;0003.18;;3600.0;NOK;4500.0;0.0;4500.0;;;;
9530.0;0003-04-01;0003-05-01;10961;;Avdeling;0003.14;;27600.0;NOK;34500.0;34500.0;0.0;;;;
9531.0;0003-04-01;0003-05-01;10967;;Avdeling;0003.06;;29384.0;NOK;36730.0;36730.0;0.0;;;;
9532.0;0003-04-01;0003-05-01;10957;;Avdeling;0003.05;;20700.0;NOK;25875.0;25875.0;0.0;;;;
9533.0;0003-04-01;0003-05-01;10976;;Avdeling;0002.93;;62600.0;NOK;78250.0;78250.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9534.0;0003-04-01;0003-05-01;10847;;Avdeling;0002.86;;3300.0;NOK;4125.0;4125.0;0.0;;;;
9535.0;0003-04-01;0003-05-01;10951;;Avdeling;0002.84;;3300.0;NOK;4125.0;4125.0;0.0;;;;
9536.0;0003-04-01;0003-05-01;10949;;Avdeling;0002.82;;8800.0;NOK;11000.0;11000.0;0.0;;;;
9537.0;0003-04-01;0003-05-01;10937;;Avdeling;0002.80;;25620.0;NOK;32025.0;0.0;32025.0;;;;
9538.0;0003-04-01;0003-05-01;10918;;Avdeling;0002.62;;13800.0;NOK;17250.0;17250.0;0.0;;;;
9539.0;0003-04-01;0003-05-01;10869;;Avdeling;0002.17;;22000.0;NOK;27500.0;27500.0;0.0;2.0;Inkassovarsel;0003-09-30;0003-10-14
9540.0;0003-04-01;0003-05-01;10849;;Avdeling;0001.43;;34300.0;NOK;42875.0;42875.0;0.0;;;;
9541.0;0003-04-01;0003-05-01;10813;;Avdeling;0001.32;;5880.0;NOK;7350.0;7350.0;0.0;;;;
9542.0;0003-04-01;0003-05-01;10777;;Avdeling;0000.91;;8000.0;NOK;10000.0;10000.0;0.0;;;;
9543.0;0003-04-01;0003-05-01;10003;;Avdeling;0000.70;;980.0;NOK;1225.0;0.0;1225.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9544.0;0003-04-01;0003-05-01;10722;;Avdeling;0000.47;;8000.0;NOK;10000.0;10000.0;0.0;;;;
9545.0;0003-04-01;0003-05-01;10728;;Avdeling;0000.39;;43000.0;NOK;53750.0;53750.0;0.0;;;;
9546.0;0003-04-01;0003-05-01;10009;;Avdeling;-002.85;;13862.02;NOK;17327.54;17327.54;0.0;;;;
9547.0;0003-04-01;0003-05-01;10260;;Avdeling;-003.43;;4610.0;NOK;5762.5;5762.5;0.0;;;;
9548.0;0003-04-01;0003-05-01;10437;;Avdeling;nan;;12470.0;NOK;15587.5;15587.5;0.0;;;;
9549.0;0003-04-01;0003-05-01;10617;;Avdeling;nan;;31030.0;NOK;38787.5;38787.5;0.0;;;;
9550.0;0003-04-01;0003-05-01;10001;;Avdeling;nan;;9180.0;NOK;11475.0;11475.0;0.0;;;;
9551.0;0003-04-01;0003-05-01;10001;;Avdeling;nan;;278000.0;NOK;347500.0;347500.0;0.0;;;;
9552.0;0003-04-01;0003-05-01;10833;;Avdeling;nan;;9600.0;NOK;12000.0;12000.0;0.0;;;;
9553.0;0003-04-01;0003-05-01;10361;;Avdeling;nan;;29960.0;NOK;37450.0;37450.0;0.0;;;;
9554.0;0003-04-01;0003-05-01;10361;;Avdeling;nan;;8820.0;NOK;11025.0;11025.0;0.0;;;;
9555.0;0003-04-01;0003-05-01;10813;;Avdeling;nan;;44350.0;NOK;55437.5;0.0;55437.5;;;;
9556.0;0003-04-01;0003-05-01;10860;;Avdeling;nan;;63070.0;NOK;78837.5;0.0;78837.5;;;;
9557.0;0003-04-01;0003-05-01;10960;;Avdeling;0003.07;;106800.0;NOK;133500.0;133500.0;0.0;;;;
9558.0;0003-04-01;0003-05-01;10952;;Avdeling;0002.94;;206660.0;NOK;258325.0;258325.0;0.0;;;;
9559.0;0003-04-01;0003-05-01;10750;;Avdeling;0002.70;;262800.0;NOK;328500.0;328500.0;0.0;;;;
9560.0;0003-04-01;0003-05-01;10894;;Avdeling;0001.81;;3920.0;NOK;4900.0;4900.0;0.0;;;;
9561.0;0003-04-01;0003-05-01;10750;;Avdeling;0000.59;;9200.0;NOK;11500.0;11500.0;0.0;;;;
9562.0;0003-04-01;0003-05-01;10750;;Avdeling;nan;;1150.0;NOK;1437.5;1437.5;0.0;;;;
9563.0;0003-04-01;0003-05-01;10468;;Avdeling;-003.26;;1900.0;NOK;2375.0;2375.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9564.0;0003-04-01;0003-05-01;10770;;Avdeling;nan;;2300.0;NOK;2875.0;2875.0;0.0;;;;
9565.0;0003-04-01;0003-05-01;10010;;Avdeling;nan;;12270.0;NOK;15337.5;15337.5;0.0;;;;
9566.0;0003-04-01;0003-05-01;10032;;Avdeling;nan;;920.0;NOK;1150.0;1150.0;0.0;;;;
9567.0;0003-04-01;0003-05-01;10032;;Avdeling;nan;;3150.0;NOK;3937.5;3937.5;0.0;;;;
9568.0;0003-04-01;0003-05-01;10826;;Avdeling;nan;;154030.0;NOK;192537.5;192537.5;0.0;;;;
9569.0;0003-04-01;0003-05-01;10936;;Avdeling;nan;;63230.0;NOK;79037.5;79037.5;0.0;;;;
9570.0;0003-04-01;0003-05-01;10834;;Avdeling;nan;;31000.0;NOK;38750.0;38750.0;0.0;3.0;Inkassosak;0003-10-31;0003-10-31
9571.0;0003-04-01;0003-04-01;10002;;Avdeling;0003.27;;-4000.0;NOK;-5000.0;0.0;-5000.0;;;;
9572.0;0003-04-01;0003-04-01;10246;;Avdeling;0003.26;;-32180.0;NOK;-40225.0;0.0;-40225.0;;;;
9573.0;0003-04-01;0003-04-01;10142;;Avdeling;0003.18;;-3600.0;NOK;-4500.0;0.0;-4500.0;;;;
9574.0;0003-03-31;0003-04-30;10929;;Avdeling;0002.31;;68600.0;NOK;85750.0;85750.0;0.0;;;;
9575.0;0003-03-31;0003-04-30;10693;;Avdeling;0000.15;;3920.0;NOK;4900.0;4900.0;0.0;;;;
9576.0;0003-03-31;0003-04-30;10891;;Avdeling;0002.40;;9600.0;NOK;12000.0;12000.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9577.0;0003-03-31;0003-04-30;10645;;Avdeling;-001.57;;11550.0;NOK;14437.5;14437.5;0.0;;;;
9578.0;0003-03-31;0003-04-30;10527;;Avdeling;-002.20;;19320.0;NOK;24150.0;24150.0;0.0;;;;
9579.0;0003-03-31;0003-04-30;10657;;Avdeling;nan;;14804.18;NOK;18505.22;18505.22;0.0;;;;
9580.0;0003-03-31;0003-04-30;10944;;Avdeling;nan;;127100.0;NOK;158875.0;158875.0;0.0;;;;
9581.0;0003-03-31;0003-04-30;10972;;Avdeling;0003.28;;6250.0;NOK;7812.5;7812.5;0.0;1.0;Purring;0003-07-31;0003-08-14
9582.0;0003-03-31;0003-04-30;10979;;Avdeling;0003.25;;8880.0;NOK;11100.0;0.0;11100.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9583.0;0003-03-31;0003-04-30;10819;;Avdeling;0003.22;;50267.32;NOK;62834.16;0.0;62834.16;;;;
9584.0;0003-03-31;0003-04-30;10980;;Avdeling;0003.20;;27500.0;NOK;34375.0;34375.0;0.0;;;;
9585.0;0003-03-31;0003-04-30;10981;;Avdeling;0003.15;;54050.0;NOK;67562.5;67562.5;0.0;;;;
9586.0;0003-03-31;0003-04-30;10966;;Avdeling;0003.10;;158550.0;NOK;198187.5;198187.5;0.0;;;;
9587.0;0003-03-31;0003-04-30;10954;;Avdeling;0002.92;;174300.0;NOK;217875.0;217875.0;0.0;;;;
9588.0;0003-03-31;0003-04-30;10948;;Avdeling;0002.87;;13200.0;NOK;16500.0;16500.0;0.0;;;;
9589.0;0003-03-31;0003-04-30;10953;;Avdeling;0002.77;;33600.0;NOK;42000.0;0.0;42000.0;3.0;Inkassosak;0004-01-04;0004-01-04
9590.0;0003-03-31;0003-04-30;10912;;Avdeling;0002.55;;3450.0;NOK;4312.5;4312.5;0.0;;;;
9591.0;0003-03-31;0003-04-30;10657;;Avdeling;nan;;65460.0;NOK;81825.0;81825.0;0.0;;;;
9592.0;0003-03-31;0003-04-30;10890;;Avdeling;0001.91;;212930.0;NOK;266162.5;266162.5;0.0;;;;
9593.0;0003-03-31;0003-04-30;10800;;Avdeling;0001.22;;8750.0;NOK;10937.5;10937.5;0.0;;;;
9594.0;0003-03-31;0003-04-30;10483;;Avdeling;0000.25;;5910.0;NOK;7387.5;7387.5;0.0;;;;
9595.0;0003-03-31;0003-05-15;10732;;Avdeling;nan;;196098.0;NOK;245122.5;245122.5;0.0;;;;
9596.0;0003-03-31;0003-03-31;10819;;Avdeling;0003.22;;-50267.32;NOK;-62834.16;0.0;-62834.16;;;;
9597.0;0003-04-01;0003-04-01;10973;;Avdeling;0003.29;;-26150.0;NOK;-32687.5;0.0;-32687.5;;;;
9598.0;0003-03-31;0003-04-30;10983;;Avdeling;0003.29;;26150.0;NOK;32687.5;32687.5;0.0;;;;
9599.0;0003-04-01;0003-04-01;10951;;Avdeling;0003.19;;-18150.0;NOK;-22687.5;0.0;-22687.5;;;;
9600.0;0003-03-31;0003-04-30;10984;;Avdeling;0003.19;;18150.0;NOK;22687.5;22687.5;0.0;;;;
9601.0;0003-04-01;0003-04-01;10962;;Avdeling;nan;;-32400.0;NOK;-40500.0;0.0;-40500.0;;;;
9602.0;0003-04-01;0003-04-01;10813;;Avdeling;nan;;-44350.0;NOK;-55437.5;0.0;-55437.5;;;;
9603.0;0003-03-31;0003-05-15;10732;;Avdeling;nan;;23552.0;NOK;29440.0;29440.0;0.0;;;;
9604.0;0003-03-31;0003-04-30;10001;;Avdeling;nan;;44350.0;NOK;55437.5;55437.5;0.0;;;;
9605.0;0003-04-30;0003-05-30;10978;;Avdeling;0003.36;;33600.0;NOK;42000.0;42000.0;0.0;;;;
9606.0;0003-04-30;0003-05-30;10977;;Avdeling;0003.35;;35200.0;NOK;44000.0;0.0;44000.0;;;;
9607.0;0003-04-30;0003-05-30;10965;;Avdeling;0003.16;;37950.0;NOK;47437.5;47437.5;0.0;;;;
9608.0;0003-04-30;0003-05-30;10695;;Avdeling;-001.66;;8800.0;NOK;11000.0;11000.0;0.0;;;;
9609.0;0003-04-30;0003-05-30;10739;;Avdeling;0003.33;;88474.0;NOK;110592.5;110592.5;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9610.0;0003-04-30;0003-05-30;10875;;Avdeling;0003.32;;26450.0;NOK;33062.5;33062.5;0.0;;;;
9611.0;0003-04-30;0003-06-14;10939;;Avdeling;0002.81;;26400.0;NOK;33000.0;33000.0;0.0;;;;
9612.0;0003-04-30;0003-06-14;10939;;Avdeling;nan;;32400.0;NOK;40500.0;40500.0;0.0;;;;
9613.0;0003-04-30;0003-05-30;10875;;Avdeling;0002.21;;42900.0;NOK;53625.0;53625.0;0.0;;;;
9614.0;0003-04-30;0003-05-30;10840;;Avdeling;0001.82;;15400.0;NOK;19250.0;19250.0;0.0;;;;
9615.0;0003-04-30;0003-05-30;10773;;Avdeling;0001.65;;34600.0;NOK;43250.0;43250.0;0.0;;;;
9616.0;0003-04-30;0003-05-30;10740;;Avdeling;0000.54;;89680.0;NOK;112100.0;112100.0;0.0;;;;
9617.0;0003-04-30;0003-05-30;10702;;Avdeling;0000.09;;11500.0;NOK;14375.0;14375.0;0.0;;;;
9618.0;0003-04-30;0003-06-14;10171;;Avdeling;nan;;42000.0;NOK;52500.0;52500.0;0.0;;;;
9619.0;0003-04-30;0003-06-14;10171;;Avdeling;nan;;71838.04;NOK;89797.56;89797.56;0.0;;;;
9620.0;0003-04-30;0003-06-14;10171;;Avdeling;nan;;58800.0;NOK;73500.0;73500.0;0.0;;;;
9621.0;0003-04-30;0003-05-30;10983;;Avdeling;0003.29;;34700.0;NOK;43375.0;43375.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9622.0;0003-04-30;0003-05-30;10002;;Avdeling;0003.27;;55500.0;NOK;69375.0;69375.0;0.0;;;;
9623.0;0003-04-30;0003-05-30;10246;;Avdeling;0003.26;;73180.0;NOK;91475.0;0.0;91475.0;;;;
9624.0;0003-04-30;0003-05-30;10984;;Avdeling;0003.19;;54900.0;NOK;68625.0;68625.0;0.0;;;;
9625.0;0003-04-30;0003-05-30;10142;;Avdeling;0003.18;;19200.0;NOK;24000.0;24000.0;0.0;;;;
9626.0;0003-04-30;0003-05-30;10918;;Avdeling;0002.62;;44850.0;NOK;56062.5;56062.5;0.0;;;;
9627.0;0003-04-30;0003-05-30;10003;;Avdeling;0000.70;;8820.0;NOK;11025.0;11025.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9628.0;0003-04-30;0003-05-30;10728;;Avdeling;0000.39;;47000.0;NOK;58750.0;58750.0;0.0;;;;
9629.0;0003-04-30;0003-05-30;10617;;Avdeling;nan;;6420.0;NOK;8025.0;0.0;8025.0;;;;
9630.0;0003-04-30;0003-05-30;10361;;Avdeling;nan;;4900.0;NOK;6125.0;6125.0;0.0;;;;
9631.0;0003-04-30;0003-05-30;10001;;Avdeling;nan;;31540.0;NOK;39425.0;39425.0;0.0;;;;
9632.0;0003-04-30;0003-05-30;10562;;Avdeling;0003.37;;290000.0;NOK;362500.0;0.0;362500.0;;;;
9633.0;0003-04-30;0003-05-30;10750;;Avdeling;0002.70;;4600.0;NOK;5750.0;5750.0;0.0;;;;
9634.0;0003-04-30;0003-05-30;10750;;Avdeling;0000.59;;21550.0;NOK;26937.5;26937.5;0.0;;;;
9635.0;0003-04-30;0003-05-30;10750;;Avdeling;nan;;25800.0;NOK;32250.0;32250.0;0.0;;;;
9636.0;0003-04-30;0003-05-30;10468;;Avdeling;-003.26;;54767.44;NOK;68459.3;68459.3;0.0;;;;
9637.0;0003-04-30;0003-05-30;10770;;Avdeling;nan;;2300.0;NOK;2875.0;2875.0;0.0;;;;
9638.0;0003-04-30;0003-05-30;10010;;Avdeling;nan;;7840.0;NOK;9800.0;9800.0;0.0;;;;
9639.0;0003-04-30;0003-05-30;10826;;Avdeling;nan;;4120.0;NOK;5150.0;5150.0;0.0;;;;
9640.0;0003-04-30;0003-05-30;10936;;Avdeling;nan;;3920.0;NOK;4900.0;4900.0;0.0;;;;
9641.0;0003-04-30;0003-05-30;10834;;Avdeling;nan;;71550.0;NOK;89437.5;89437.5;0.0;3.0;Inkassosak;0003-10-31;0003-10-31
9642.0;0003-04-30;0003-05-30;10986;;Avdeling;0003.40;;3600.0;NOK;4500.0;4500.0;0.0;;;;
9643.0;0003-04-30;0003-05-30;10891;;Avdeling;0002.40;;20200.0;NOK;25250.0;0.0;25250.0;;;;
9644.0;0003-04-30;0003-05-30;10835;;Avdeling;nan;;35700.0;NOK;44625.0;44625.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9645.0;0003-04-30;0003-05-30;10645;;Avdeling;-001.57;;8400.0;NOK;10500.0;10500.0;0.0;;;;
9646.0;0003-04-30;0003-05-30;10527;;Avdeling;-002.20;;11960.0;NOK;14950.0;14950.0;0.0;;;;
9647.0;0003-04-30;0003-05-30;10944;;Avdeling;nan;;7700.0;NOK;9625.0;9625.0;0.0;;;;
9648.0;0003-04-30;0003-05-30;10929;;Avdeling;0002.31;;47300.0;NOK;59125.0;59125.0;0.0;;;;
9649.0;0003-04-30;0003-05-30;10979;;Avdeling;0003.25;;13500.0;NOK;16875.0;16875.0;0.0;;;;
9650.0;0003-04-30;0003-05-30;10980;;Avdeling;0003.20;;23750.0;NOK;29687.5;29687.5;0.0;;;;
9651.0;0003-04-30;0003-05-30;10981;;Avdeling;0003.15;;17250.0;NOK;21562.5;21562.5;0.0;;;;
9652.0;0003-04-30;0003-05-30;10966;;Avdeling;0003.10;;87860.0;NOK;109825.0;109825.0;0.0;;;;
9653.0;0003-04-30;0003-05-30;10954;;Avdeling;0002.92;;74550.0;NOK;93187.5;93187.5;0.0;;;;
9654.0;0003-04-30;0003-05-30;10912;;Avdeling;0002.55;;4600.0;NOK;5750.0;5750.0;0.0;;;;
9655.0;0003-04-30;0003-05-30;10863;;Avdeling;0002.08;;40240.0;NOK;50300.0;50300.0;0.0;;;;
9656.0;0003-04-30;0003-05-30;10657;;Avdeling;nan;;1960.0;NOK;2450.0;2450.0;0.0;;;;
9657.0;0003-04-30;0003-05-30;10890;;Avdeling;0001.91;;161590.0;NOK;201987.5;201987.5;0.0;;;;
9658.0;0003-04-30;0003-05-30;10889;;Avdeling;0001.85;;7350.0;NOK;9187.5;9187.5;0.0;;;;
9659.0;0003-04-30;0003-06-14;10732;;Avdeling;nan;;196098.0;NOK;245122.5;245122.5;0.0;;;;
9660.0;0003-04-30;0003-05-30;10970;;Avdeling;0003.24;;25300.0;NOK;31625.0;31625.0;0.0;;;;
9661.0;0003-04-30;0003-05-30;10158;;Avdeling;nan;;108500.0;NOK;135625.0;0.0;135625.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9662.0;0003-04-30;0003-05-30;10158;;Avdeling;nan;;20020.0;NOK;25025.0;25025.0;0.0;;;;
9663.0;0003-04-30;0003-05-30;10960;;Avdeling;0003.07;;10800.0;NOK;13500.0;13500.0;0.0;;;;
9664.0;0003-04-30;0003-05-30;10961;;Avdeling;0003.14;;23900.0;NOK;29875.0;29875.0;0.0;;;;
9665.0;0003-04-30;0003-05-30;10957;;Avdeling;0003.03;;8900.0;NOK;11125.0;11125.0;0.0;;;;
9666.0;0003-04-30;0003-05-30;10937;;Avdeling;0002.80;;62750.0;NOK;78437.5;78437.5;0.0;;;;
9667.0;0003-04-30;0003-05-30;10849;;Avdeling;0001.43;;120240.0;NOK;150300.0;150300.0;0.0;;;;
9668.0;0003-04-30;0003-05-30;10885;;Avdeling;0001.13;;21450.0;NOK;26812.5;26812.5;0.0;;;;
9669.0;0003-04-30;0003-05-30;10001;;Avdeling;nan;;34800.0;NOK;43500.0;43500.0;0.0;;;;
9670.0;0003-04-30;0003-05-30;10001;;Avdeling;nan;;97390.0;NOK;121737.5;121737.5;0.0;;;;
9671.0;0003-04-30;0003-05-30;10001;;Avdeling;nan;;20400.0;NOK;25500.0;25500.0;0.0;;;;
9672.0;0003-04-30;0003-05-30;10812;;Avdeling;nan;;54694.4;NOK;68368.0;68368.0;0.0;;;;
9673.0;0003-04-30;0003-05-30;10958;;Avdeling;nan;;33650.0;NOK;42062.5;42062.5;0.0;;;;
9674.0;0003-04-30;0003-05-30;10921;;Avdeling;0002.48;;1900.0;NOK;2375.0;2375.0;0.0;;;;
9675.0;0003-04-30;0003-05-30;10828;;Avdeling;0001.52;;3060.0;NOK;3825.0;3825.0;0.0;;;;
9676.0;0003-04-30;0003-05-30;10811;;Avdeling;0001.33;;1900.0;NOK;2375.0;2375.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9677.0;0003-04-30;0003-05-30;10699;;Avdeling;-001.75;;3150.0;NOK;3937.5;3937.5;0.0;;;;
9678.0;0003-04-30;0003-04-30;10562;;Avdeling;0003.37;;-290000.0;NOK;-362500.0;0.0;-362500.0;;;;
9679.0;0003-04-30;0003-06-14;10562;;Avdeling;0003.37;;290000.0;NOK;362500.0;0.0;362500.0;;;;
9680.0;0003-04-30;0003-05-30;10717;;Avdeling;0003.43;;6700.0;NOK;8375.0;0.0;8375.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9681.0;0003-04-30;0003-06-14;10732;;Avdeling;nan;;26518.0;NOK;33147.5;33147.5;0.0;;;;
9682.0;0003-04-30;0003-04-30;10977;;Avdeling;0003.35;;-35200.0;NOK;-44000.0;0.0;-44000.0;;;;
9683.0;0003-04-30;0003-05-30;10993;;Avdeling;0003.35;;35200.0;NOK;44000.0;44000.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9684.0;0003-04-30;0003-04-30;10562;;Avdeling;0003.37;;-290000.0;NOK;-362500.0;0.0;-362500.0;;;;
9685.0;0003-04-30;0003-04-30;10617;;Avdeling;nan;;-6420.0;NOK;-8025.0;0.0;-8025.0;;;;
9686.0;0003-04-30;0003-04-30;10158;;Avdeling;nan;;-20020.0;NOK;-25025.0;0.0;-25025.0;;;;
9687.0;0003-05-20;0003-05-20;10032;;Avdeling;nan;;-920.0;NOK;-1150.0;0.0;-1150.0;;;;
9688.0;0003-04-30;0003-05-30;10361;;Avdeling;nan;;2750.4;NOK;3438.0;3438.0;0.0;;;;
9689.0;0003-04-30;0003-05-30;10858;;Avdeling;nan;;140130.0;NOK;175162.5;175162.5;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9690.0;0003-04-30;0003-05-30;10858;;Avdeling;nan;;8240.0;NOK;10300.0;10300.0;0.0;0.0;Betalingspåminnelse;0003-05-31;0003-05-31
9691.0;0003-05-31;0003-06-30;10858;;Avdeling;nan;;39140.0;NOK;48925.0;48925.0;0.0;;;;
9692.0;0003-05-31;0003-06-30;10860;;Avdeling;nan;;23690.0;NOK;29612.5;0.0;29612.5;0.0;Betalingspåminnelse;0003-07-31;0003-07-31
9693.0;0003-05-31;0003-06-30;10858;;Avdeling;nan;;85000.0;NOK;106250.0;106250.0;0.0;;;;
9694.0;0003-05-31;0003-06-30;10858;;Avdeling;nan;;86110.0;NOK;107637.5;107637.5;0.0;;;;
9695.0;0003-05-31;0003-06-30;10858;;Avdeling;nan;;43290.0;NOK;54112.5;54112.5;0.0;;;;
9696.0;0003-05-31;0003-06-30;10858;;Avdeling;nan;;15450.0;NOK;19312.5;19312.5;0.0;;;;
9697.0;0003-05-31;0003-06-30;10860;;Avdeling;nan;;3090.0;NOK;3862.5;0.0;3862.5;0.0;Betalingspåminnelse;0003-07-31;0003-07-31
9698.0;0003-04-30;0003-04-30;10891;;Avdeling;0002.40;;-20200.0;NOK;-25250.0;0.0;-25250.0;;;;
9699.0;0003-06-08;0003-06-08;10692;;Avdeling;nan;;-509600.0;NOK;-637000.0;0.0;-637000.0;;;;
9700.0;0003-05-31;0003-06-30;10982;;Avdeling;0003.17;;204059.2;NOK;255074.0;255074.0;0.0;;;;
9701.0;0003-05-31;0003-06-30;10965;;Avdeling;0003.16;;19550.0;NOK;24437.5;24437.5;0.0;;;;
9702.0;0003-05-31;0003-07-15;10954;;Avdeling;0003.45;;38850.0;NOK;48562.5;48562.5;0.0;;;;
9703.0;0003-05-31;0003-06-30;10978;;Avdeling;0003.36;;26108.8;NOK;32636.0;32636.0;0.0;0.0;Betalingspåminnelse;0003-07-31;0003-07-31
9704.0;0003-05-31;0003-06-30;10993;;Avdeling;0003.35;;99000.0;NOK;123750.0;123750.0;0.0;;;;
9705.0;0003-05-31;0003-07-15;10562;;Avdeling;0003.37;;43500.0;NOK;54375.0;54375.0;0.0;;;;
9706.0;0003-05-31;0003-06-30;10960;;Avdeling;0003.07;;52763.56;NOK;65954.46;65954.46;0.0;;;;
9707.0;0003-05-31;0003-06-30;10952;;Avdeling;nan;;59800.0;NOK;74750.0;74750.0;0.0;;;;
9708.0;0003-05-31;0003-06-30;10952;;Avdeling;nan;;18840.0;NOK;23550.0;23550.0;0.0;;;;
9709.0;0003-05-31;0003-06-30;10032;;Avdeling;nan;;42000.0;NOK;52500.0;52500.0;0.0;;;;
9710.0;0003-05-31;0003-06-30;10750;;Avdeling;0002.70;;2300.0;NOK;2875.0;2875.0;0.0;;;;
9711.0;0003-05-31;0003-06-30;10005;;Avdeling;0002.54;;120000.0;NOK;150000.0;150000.0;0.0;;;;
9712.0;0003-05-31;0003-06-30;10510;;Avdeling;0000.92;;7200.0;NOK;9000.0;9000.0;0.0;;;;
9713.0;0003-05-31;0003-06-30;10750;;Avdeling;0000.59;;27090.0;NOK;33862.5;33862.5;0.0;;;;
9714.0;0003-05-31;0003-06-30;10468;;Avdeling;-003.26;;27550.0;NOK;34437.5;34437.5;0.0;;;;
9715.0;0003-05-31;0003-06-30;10032;;Avdeling;nan;;920.0;NOK;1150.0;1150.0;0.0;;;;
9716.0;0003-05-31;0003-06-30;10826;;Avdeling;nan;;12520.0;NOK;15650.0;15650.0;0.0;;;;
9717.0;0003-05-31;0003-06-30;10936;;Avdeling;nan;;3920.0;NOK;4900.0;4900.0;0.0;;;;
9718.0;0003-05-31;0003-07-15;10562;;Avdeling;0003.37;;63800.0;NOK;79750.0;79750.0;0.0;;;;
9719.0;0003-05-31;0003-06-30;10983;;Avdeling;0003.29;;90200.0;NOK;112750.0;112750.0;0.0;;;;
9720.0;0003-05-31;0003-06-30;10954;;;0002.92;;282960.0;NOK;353700.0;353700.0;0.0;;;;
