Fakturanr.;Fakturadato;Forfallsdato;Kundenummer;Avdelingsnummer;Avdelingsnavn;Prosjektnummer;Prosjektleder Nummer;Beløp ekskl. mva;Valuta;Beløp inkl. mva;Betalt;Utestående;Purring;Purring Status;Purring Sist sendt;Purring Forfallsdato
7132.0;0001-01-21;0001-01-21;10483;;Avdeling;nan;;-15540.0;NOK;-19425.0;0.0;-19425.0;;;;
7133.0;0001-01-31;0001-03-01;10771;;Avdeling;0000.84;;1920.0;NOK;2400.0;2400.0;0.0;;;;
7134.0;0001-01-31;0001-03-01;10000;;Avdeling;0000.82;;44560.0;NOK;55700.0;55700.0;0.0;;;;
7135.0;0001-01-31;0001-03-01;10772;;Avdeling;0000.75;;26050.0;NOK;32562.5;32562.5;0.0;;;;
7136.0;0001-01-31;0001-03-01;10772;;Avdeling;nan;;35910.0;NOK;44887.5;44887.5;0.0;;;;
7137.0;0001-01-31;0001-03-01;10483;;Avdeling;0000.25;;17280.0;NOK;21600.0;21600.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7138.0;0001-01-31;0001-03-06;10001;;Avdeling;0000.20;;15680.0;NOK;19600.0;19600.0;0.0;;;;
7139.0;0001-01-31;0001-03-01;10001;;Avdeling;nan;;38220.0;NOK;47775.0;47775.0;0.0;;;;
7140.0;0001-01-31;0001-03-01;10782;;Avdeling;nan;;21560.0;NOK;26950.0;26950.0;0.0;;;;
7141.0;0001-01-31;0001-03-01;10663;;Avdeling;-001.72;;2970.0;NOK;3712.5;3712.5;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7142.0;0001-01-31;0001-03-01;10135;;Avdeling;nan;;19320.0;NOK;24150.0;24150.0;0.0;;;;
7143.0;0001-01-31;0001-03-01;10641;;Avdeling;-001.45;;67950.0;NOK;84937.5;0.0;84937.5;;;;
7144.0;0001-01-31;0001-03-01;10135;;Avdeling;-001.09;;2940.0;NOK;3675.0;3676.0;-1.0;;;;
7145.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;51370.0;NOK;64212.5;64212.5;0.0;;;;
7146.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;16560.0;NOK;20700.0;20700.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7147.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;29190.0;NOK;36487.5;36487.5;0.0;;;;
7148.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;14840.0;NOK;18550.0;18550.0;0.0;;;;
7149.0;0001-01-31;0001-03-01;10000;;Avdeling;nan;;2300.0;NOK;2875.0;2875.0;0.0;;;;
7150.0;0001-01-31;0001-03-01;10135;;Avdeling;nan;;3920.0;NOK;4900.0;4900.0;0.0;;;;
7151.0;0001-01-31;0001-03-01;10674;;Avdeling;nan;;25060.0;NOK;31325.0;31325.0;0.0;;;;
7152.0;0001-01-31;0001-03-01;10515;;Avdeling;-001.77;;34400.0;NOK;43000.0;43000.0;0.0;;;;
7153.0;0001-01-31;0001-03-01;10135;;Avdeling;nan;;11460.0;NOK;14325.0;14326.0;-1.0;;;;
7154.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;25530.0;NOK;31912.5;31912.5;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7155.0;0001-01-31;0001-03-01;10750;;Avdeling;0000.59;;494680.0;NOK;618350.0;618350.0;0.0;;;;
7156.0;0001-01-31;0001-03-01;10709;;Avdeling;0000.32;;172030.0;NOK;215037.5;215037.5;0.0;;;;
7157.0;0001-01-31;0001-03-01;10325;;Avdeling;0000.23;;4800.0;NOK;6000.0;6000.0;0.0;;;;
7158.0;0001-01-31;0001-03-01;10693;;Avdeling;0000.15;;6860.0;NOK;8575.0;8575.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7159.0;0001-01-31;0001-03-01;10645;;Avdeling;-001.57;;70750.0;NOK;88437.5;0.0;88437.5;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7160.0;0001-01-31;0001-03-01;10648;;Avdeling;nan;;35250.0;NOK;44062.5;0.0;44062.5;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7161.0;0001-01-31;0001-03-01;10509;;Avdeling;nan;;2451.0;NOK;3063.76;3063.76;0.0;;;;
7162.0;0001-01-31;0001-03-01;10257;;Avdeling;nan;;13350.0;NOK;16687.5;16687.5;0.0;;;;
7163.0;0001-01-31;0001-03-16;10727;;Avdeling;nan;;71350.0;NOK;89187.5;89187.5;0.0;;;;
7164.0;0001-01-31;0001-03-01;10751;;Avdeling;nan;;10650.0;NOK;13312.5;13312.5;0.0;;;;
7165.0;0001-01-31;0001-03-01;10719;;Avdeling;nan;;13720.0;NOK;17150.0;17150.0;0.0;;;;
7166.0;0001-01-31;0001-03-01;10032;;Avdeling;nan;;22000.0;NOK;27500.0;27500.0;0.0;;;;
7167.0;0001-01-31;0001-03-01;10510;;Avdeling;0000.92;;35620.0;NOK;44525.0;44525.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7168.0;0001-01-31;0001-01-31;10257;;Avdeling;nan;;-32340.0;NOK;-40425.0;0.0;-40425.0;;;;
7169.0;0001-02-07;0001-03-08;10235;;;0000.79;;-7450.0;NOK;-9312.5;0.0;-9312.5;;;;
7170.0;0001-01-31;0001-03-31;10135;;Avdeling;nan;;177160.0;NOK;221450.0;221450.0;0.0;;;;
7171.0;0001-01-31;0001-03-01;10285;;Avdeling;0000.93;;64680.0;NOK;80850.0;80850.0;0.0;;;;
7172.0;0001-01-31;0001-03-01;10783;;Avdeling;0001.05;;10500.0;NOK;13125.0;13125.0;0.0;;;;
7173.0;0001-01-31;0001-03-01;10781;;Avdeling;0001.03;;157700.0;NOK;197125.0;0.0;197125.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7174.0;0001-01-31;0001-03-01;10779;;Avdeling;0001.02;;27850.0;NOK;34812.5;0.0;34812.5;;;;
7175.0;0001-01-31;0001-03-01;10777;;Avdeling;0000.91;;23000.0;NOK;28750.0;28750.0;0.0;;;;
7176.0;0001-01-31;0001-03-01;10329;;Avdeling;0000.85;;26250.0;NOK;32812.5;32812.5;0.0;;;;
7177.0;0001-01-31;0001-03-01;10002;;Avdeling;0000.81;;125420.0;NOK;156775.0;156775.0;0.0;;;;
7178.0;0001-01-31;0001-03-01;10778;;Avdeling;0000.80;;147100.0;NOK;183875.0;183875.0;0.0;;;;
7179.0;0001-01-31;0001-03-01;10753;;Avdeling;0000.73;;26000.0;NOK;32500.0;32500.0;0.0;;;;
7180.0;0001-01-31;0001-03-01;10753;;Avdeling;nan;;45496.0;NOK;56870.0;56870.0;0.0;;;;
7181.0;0001-01-31;0001-03-01;10003;;Avdeling;0000.70;;37240.0;NOK;46550.0;46550.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7182.0;0001-01-31;0001-03-01;10740;;Avdeling;0000.54;;305370.0;NOK;381712.5;381712.5;0.0;;;;
7183.0;0001-01-31;0001-03-01;10722;;Avdeling;0000.47;;7000.0;NOK;8750.0;8750.0;0.0;;;;
7184.0;0001-01-31;0001-03-01;10728;;Avdeling;0000.39;;30000.0;NOK;37500.0;37500.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7185.0;0001-01-31;0001-03-01;10524;;Avdeling;0000.36;;20000.0;NOK;25000.0;25000.0;0.0;;;;
7186.0;0001-01-31;0001-03-01;10524;;Avdeling;nan;;23000.0;NOK;28750.0;28750.0;0.0;;;;
7187.0;0001-01-31;0001-03-01;10767;;Avdeling;0000.35;;156000.0;NOK;195000.0;195000.0;0.0;;;;
7188.0;0001-01-31;0001-03-01;10698;;Avdeling;0000.08;;95040.0;NOK;118800.0;118800.0;0.0;;;;
7189.0;0001-01-31;0001-03-01;10681;;Avdeling;-001.80;;42240.0;NOK;52800.0;52800.0;0.0;;;;
7190.0;0001-01-31;0001-03-01;10699;;Avdeling;-001.75;;98300.0;NOK;122875.0;122875.0;0.0;;;;
7191.0;0001-01-31;0001-03-01;10614;;Avdeling;-001.22;;48470.0;NOK;60587.5;60587.5;0.0;;;;
7192.0;0001-01-31;0001-03-01;10004;;Avdeling;-001.04;;56840.0;NOK;71050.0;71050.0;0.0;;;;
7193.0;0001-01-31;0001-03-01;10527;;Avdeling;-002.20;;172720.0;NOK;215900.0;215900.0;0.0;;;;
7194.0;0001-01-31;0001-03-01;10525;;Avdeling;-003.52;;32100.0;NOK;40125.0;40125.0;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7195.0;0001-01-31;0001-03-01;10349;;Avdeling;nan;;6960.0;NOK;8700.0;8700.0;0.0;;;;
7196.0;0001-01-31;0001-03-01;10372;;Avdeling;nan;;30580.0;NOK;38225.0;38225.0;0.0;;;;
7197.0;0001-01-31;0001-03-01;10372;;Avdeling;nan;;3960.0;NOK;4950.0;4950.0;0.0;;;;
7198.0;0001-01-31;0001-03-01;10372;;Avdeling;nan;;78870.0;NOK;98587.5;98587.5;0.0;0.0;Betalingspåminnelse;0001-03-16;0001-03-16
7199.0;0001-01-31;0001-03-01;10001;;Avdeling;nan;;5880.0;NOK;7350.0;7350.0;0.0;;;;
7200.0;0001-01-31;0001-03-16;10257;;Avdeling;nan;;36260.0;NOK;45325.0;45325.0;0.0;;;;
7201.0;0001-01-31;0001-03-16;10257;;Avdeling;nan;;9800.0;NOK;12250.0;12250.0;0.0;;;;
7202.0;0001-01-31;0001-03-01;10005;;Avdeling;nan;;7210.0;NOK;9012.5;0.0;9012.5;;;;
7203.0;0001-01-31;0001-03-01;10713;;Avdeling;nan;;14400.0;NOK;18000.0;18000.0;0.0;;;;
7204.0;0001-01-31;0001-03-01;10483;;Avdeling;nan;;61740.0;NOK;77175.0;77175.0;0.0;;;;
7205.0;0001-01-31;0001-03-01;10006;;Avdeling;nan;;85190.0;NOK;106487.5;106487.5;0.0;;;;
7206.0;0001-01-31;0001-01-31;10779;;Avdeling;0001.02;;-27850.0;NOK;-34812.5;0.0;-34812.5;;;;
7207.0;0001-01-31;0001-03-01;10787;;Avdeling;0001.02;;27850.0;NOK;34812.5;34812.5;0.0;;;;
7208.0;0001-01-31;0001-01-31;10005;;Avdeling;nan;;-7210.0;NOK;-9012.5;0.0;-9012.5;;;;
7209.0;0001-02-29;0001-03-30;10524;;Avdeling;0001.08;;57338.4;NOK;71673.0;71673.0;0.0;;;;
7210.0;0001-02-29;0001-03-30;10789;;Avdeling;0001.10;;5750.0;NOK;7187.5;7187.5;0.0;;;;
7211.0;0001-02-29;0001-03-30;10750;;Avdeling;0000.59;;166950.0;NOK;208687.5;208687.5;0.0;;;;
7212.0;0001-02-29;0001-03-30;10750;;Avdeling;nan;;29550.0;NOK;36937.5;36937.5;0.0;;;;
7213.0;0001-02-29;0001-03-30;10572;;Avdeling;0000.40;;109200.0;NOK;136500.0;136500.0;0.0;;;;
7214.0;0001-02-29;0001-03-30;10709;;Avdeling;0000.32;;3680.0;NOK;4600.0;4600.0;0.0;;;;
7215.0;0001-02-29;0001-03-30;10325;;Avdeling;0000.23;;52950.0;NOK;66187.5;66187.5;0.0;;;;
7216.0;0001-02-29;0001-03-30;10693;;Avdeling;0000.15;;1960.0;NOK;2450.0;2450.0;0.0;;;;
7217.0;0001-02-29;0001-03-30;10645;;Avdeling;-001.57;;40050.0;NOK;50062.5;50062.5;0.0;;;;
7218.0;0001-02-29;0001-03-30;10007;;Avdeling;-001.38;;3150.0;NOK;3937.5;3937.5;0.0;0.0;Betalingspåminnelse;0001-08-03;0001-08-03
7219.0;0001-02-29;0001-03-30;10615;;Avdeling;nan;;8400.0;NOK;8400.0;8400.0;0.0;;;;
7220.0;0001-02-29;0001-03-30;10648;;Avdeling;nan;;23950.0;NOK;29937.5;0.0;29937.5;;;;
7221.0;0001-02-29;0001-03-30;10257;;Avdeling;nan;;17200.0;NOK;21500.0;21500.0;0.0;;;;
7222.0;0001-02-29;0001-04-14;10727;;Avdeling;nan;;62600.0;NOK;78250.0;0.0;78250.0;;;;
7223.0;0001-02-29;0001-03-30;10751;;Avdeling;nan;;63700.0;NOK;79625.0;79625.0;0.0;;;;
7224.0;0001-02-29;0001-03-30;10032;;Avdeling;nan;;37000.0;NOK;46250.0;46250.0;0.0;;;;
7225.0;0001-02-29;0001-03-30;10753;;Avdeling;0000.73;;29000.0;NOK;36250.0;36250.0;0.0;;;;
7226.0;0001-02-29;0001-03-30;10753;;Avdeling;nan;;126000.0;NOK;157500.0;157500.0;0.0;;;;
7227.0;0001-02-29;0001-03-30;10740;;Avdeling;0000.54;;74250.0;NOK;92812.5;92812.5;0.0;;;;
7228.0;0001-02-29;0001-03-30;10728;;Avdeling;0000.39;;16000.0;NOK;20000.0;20000.0;0.0;;;;
7229.0;0001-02-29;0001-03-30;10524;;Avdeling;0000.36;;106000.0;NOK;132500.0;132500.0;0.0;;;;
7230.0;0001-02-29;0001-03-30;10524;;Avdeling;nan;;31000.0;NOK;38750.0;38750.0;0.0;;;;
7231.0;0001-02-29;0001-03-30;10793;;Avdeling;0001.09;;6900.0;NOK;8625.0;8625.0;0.0;1.0;Purring;0001-09-03;0001-09-17
7232.0;0001-02-29;0001-03-30;10786;;Avdeling;0001.07;;76370.0;NOK;95462.5;95464.0;-1.5;;;;
7233.0;0001-02-29;0001-03-30;10788;;Avdeling;0001.04;;11500.0;NOK;14375.0;14375.0;0.0;;;;
7234.0;0001-02-29;0001-03-30;10000;;Avdeling;0000.82;;1040.0;NOK;1300.0;1300.0;0.0;;;;
7235.0;0001-02-29;0001-03-30;10762;;Avdeling;0000.76;;27300.0;NOK;34125.0;34125.0;0.0;;;;
7236.0;0001-02-29;0001-03-30;10772;;Avdeling;0000.75;;94550.0;NOK;118187.5;118187.5;0.0;;;;
7237.0;0001-02-29;0001-03-30;10772;;Avdeling;nan;;22570.0;NOK;28212.5;28212.5;0.0;;;;
7238.0;0001-02-29;0001-03-30;10572;;Avdeling;0000.63;;45420.0;NOK;56775.0;56775.0;0.0;;;;
7239.0;0001-02-29;0001-03-30;10720;;Avdeling;0000.43;;3920.0;NOK;4900.0;4900.0;0.0;;;;
7240.0;0001-02-29;0001-03-30;10483;;Avdeling;0000.25;;62660.0;NOK;78325.0;78325.0;0.0;;;;
7241.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;30350.0;NOK;37937.5;37937.5;0.0;;;;
7242.0;0001-02-29;0001-04-04;10001;;Avdeling;0000.20;;29712.8;NOK;37141.0;37141.0;0.0;;;;
7243.0;0001-02-29;0001-03-30;10515;;Avdeling;-001.77;;4000.0;NOK;5000.0;5000.0;0.0;;;;
7244.0;0001-02-29;0001-03-30;10641;;Avdeling;-001.45;;47580.0;NOK;59475.0;0.0;59475.0;;;;
7245.0;0001-02-29;0001-04-29;10135;;Avdeling;nan;;145690.0;NOK;182112.5;0.0;182112.5;;;;
7246.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;17600.0;NOK;22000.0;22000.0;0.0;;;;
7247.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;3810.0;NOK;4762.5;4762.5;0.0;;;;
7248.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;9200.0;NOK;11500.0;11500.0;0.0;;;;
7249.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;3680.0;NOK;4600.0;4600.0;0.0;;;;
7250.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;4200.0;NOK;5250.0;5250.0;0.0;;;;
7251.0;0001-02-29;0001-03-30;10135;;Avdeling;nan;;3920.0;NOK;4900.0;4900.0;0.0;;;;
7252.0;0001-02-29;0001-03-30;10674;;Avdeling;nan;;64080.0;NOK;80100.0;80100.0;0.0;;;;
7253.0;0001-02-29;0001-03-30;10790;;Avdeling;0001.11;;7350.0;NOK;9187.5;9187.5;0.0;;;;
7254.0;0001-02-29;0001-03-30;10781;;Avdeling;0001.03;;95400.0;NOK;119250.0;0.0;119250.0;;;;
7255.0;0001-02-29;0001-03-30;10787;;Avdeling;0001.02;;25000.0;NOK;31250.0;31250.0;0.0;;;;
7256.0;0001-02-29;0001-03-30;10777;;Avdeling;0000.91;;47864.0;NOK;59830.0;59830.0;0.0;;;;
7257.0;0001-02-29;0001-03-30;10775;;Avdeling;0000.89;;11100.0;NOK;13875.0;13875.0;0.0;2.0;Inkassovarsel;0001-12-07;0001-12-21
7258.0;0001-02-29;0001-03-30;10329;;Avdeling;0000.85;;24500.0;NOK;30625.0;30625.0;0.0;;;;
7259.0;0001-02-29;0001-03-30;10002;;Avdeling;0000.81;;157910.0;NOK;197387.5;197387.5;0.0;;;;
7260.0;0001-02-29;0001-03-30;10778;;Avdeling;0000.80;;170000.0;NOK;212500.0;212500.0;0.0;;;;
7261.0;0001-02-29;0001-03-30;10003;;Avdeling;0000.70;;147000.0;NOK;183750.0;183750.0;0.0;;;;
7262.0;0001-02-29;0001-03-30;10722;;Avdeling;0000.47;;6000.0;NOK;7500.0;7500.0;0.0;;;;
7263.0;0001-02-29;0001-03-30;10734;;Avdeling;0000.41;;9200.0;NOK;11500.0;11500.0;0.0;;;;
7264.0;0001-02-29;0001-03-30;10767;;Avdeling;0000.35;;117000.0;NOK;146250.0;146250.0;0.0;;;;
7265.0;0001-02-29;0001-03-30;10698;;Avdeling;0000.08;;5760.0;NOK;7200.0;7200.0;0.0;;;;
7266.0;0001-02-29;0001-03-30;10681;;Avdeling;-001.80;;78030.0;NOK;97537.5;97537.5;0.0;;;;
7267.0;0001-02-29;0001-03-30;10699;;Avdeling;-001.75;;48710.0;NOK;60887.5;60887.5;0.0;;;;
7268.0;0001-02-29;0001-03-30;10614;;Avdeling;-001.22;;11330.0;NOK;14162.5;14162.5;0.0;;;;
7269.0;0001-02-29;0001-03-30;10004;;Avdeling;-001.04;;164640.0;NOK;205800.0;205800.0;0.0;;;;
7270.0;0001-02-29;0001-03-30;10527;;Avdeling;-002.20;;59240.0;NOK;74050.0;74050.0;0.0;;;;
7271.0;0001-02-29;0001-03-30;10525;;Avdeling;-003.52;;62500.0;NOK;78125.0;78125.0;0.0;;;;
7272.0;0001-02-29;0001-03-30;10349;;Avdeling;nan;;8700.0;NOK;10875.0;10875.0;0.0;;;;
7273.0;0001-02-29;0001-03-30;10001;;Avdeling;nan;;3150.0;NOK;3937.5;3937.5;0.0;;;;
7274.0;0001-02-29;0001-03-30;10372;;Avdeling;nan;;93270.0;NOK;116587.5;116587.5;0.0;;;;
7275.0;0001-02-29;0001-03-30;10372;;Avdeling;nan;;21780.0;NOK;27225.0;27225.0;0.0;;;;
7276.0;0001-02-29;0001-03-30;10372;;Avdeling;nan;;80850.0;NOK;101062.5;101062.5;0.0;;;;
7277.0;0001-02-29;0001-03-30;10437;;Avdeling;nan;;11550.0;NOK;14437.5;14437.5;0.0;;;;
7278.0;0001-02-29;0001-03-30;10001;;Avdeling;nan;;10780.0;NOK;13475.0;13475.0;0.0;;;;
7279.0;0001-02-29;0001-04-14;10257;;Avdeling;nan;;34300.0;NOK;42875.0;42875.0;0.0;1.0;Purring;0001-09-03;0001-09-17
7280.0;0001-02-29;0001-04-14;10257;;Avdeling;nan;;36260.0;NOK;45325.0;45325.0;0.0;1.0;Purring;0001-09-03;0001-09-17
7281.0;0001-02-29;0001-03-30;10005;;Avdeling;nan;;5700.0;NOK;7125.0;7125.0;0.0;;;;
7282.0;0001-02-29;0001-03-30;10713;;Avdeling;nan;;15360.0;NOK;19200.0;19200.0;0.0;;;;
7283.0;0001-02-29;0001-03-30;10542;;Avdeling;nan;;4360.0;NOK;5450.0;0.0;5450.0;;;;
7284.0;0001-02-29;0001-03-30;10483;;Avdeling;nan;;33320.0;NOK;41650.0;41650.0;0.0;;;;
7285.0;0001-02-29;0001-03-30;10006;;Avdeling;nan;;44880.0;NOK;56100.0;0.0;56100.0;;;;
7286.0;0001-01-31;0001-01-31;10641;;Avdeling;-001.45;;-67950.0;NOK;-84937.5;0.0;-84937.5;;;;
7287.0;0001-02-29;0001-02-29;10641;;Avdeling;-001.45;;-47580.0;NOK;-59475.0;0.0;-59475.0;;;;
7288.0;0001-02-29;0001-03-30;10795;;Avdeling;-001.45;;115530.0;NOK;144412.5;144412.5;0.0;0.0;Betalingspåminnelse;0001-06-30;0001-06-30
7289.0;0001-02-29;0001-02-29;10761;;Avdeling;nan;;-15680.0;NOK;-19600.0;0.0;-19600.0;;;;
7290.0;0001-02-29;0001-03-30;10782;;Avdeling;nan;;15680.0;NOK;19600.0;19600.0;0.0;;;;
7291.0;0001-02-29;0001-02-29;10006;;Avdeling;nan;;-44880.0;NOK;-56100.0;0.0;-56100.0;;;;
7292.0;0001-02-29;0001-02-29;10135;;Avdeling;nan;;-145690.0;NOK;-182112.5;0.0;-182112.5;;;;
7293.0;0001-01-31;0001-01-31;10006;;Avdeling;nan;;-85190.0;NOK;-106487.5;0.0;-106487.5;;;;
7294.0;0001-02-29;0001-03-30;10001;;Avdeling;nan;;130070.0;NOK;162587.5;162587.5;0.0;;;;
7295.0;0001-02-29;0001-02-29;10727;;Avdeling;nan;;-62600.0;NOK;-78250.0;0.0;-78250.0;;;;
7296.0;0001-03-20;0001-04-19;10001;;Avdeling;nan;;44061.6;NOK;55077.0;55077.0;0.0;;;;
7297.0;0001-03-23;0001-05-07;10727;;Avdeling;nan;;59000.0;NOK;73750.0;73750.0;0.0;;;;
7298.0;0001-03-01;0001-03-01;10781;;Avdeling;0001.03;;-157700.0;NOK;-197125.0;0.0;-197125.0;;;;
7299.0;0001-03-26;0001-03-26;10781;;Avdeling;0001.03;;-95400.0;NOK;-119250.0;0.0;-119250.0;;;;
7300.0;0001-03-27;0001-04-26;10781;;Avdeling;0001.03;;253100.0;NOK;316375.0;0.0;316375.0;;;;
7301.0;0001-03-27;0001-03-27;10781;;Avdeling;0001.03;;-253100.0;NOK;-316375.0;0.0;-316375.0;;;;
7302.0;0001-03-30;0001-04-29;10799;;Avdeling;0001.03;;253100.0;NOK;316375.0;316375.0;0.0;;;;
7303.0;0001-03-01;0001-03-01;10542;;Avdeling;nan;;-4360.0;NOK;-5450.0;0.0;-5450.0;;;;
7304.0;0001-03-30;0001-04-29;10008;;Avdeling;nan;;4360.0;NOK;5450.0;5450.0;0.0;;;;
7305.0;0001-03-31;0001-04-30;10803;;Avdeling;0001.23;;6220.0;NOK;7775.0;7775.0;0.0;0.0;Betalingspåminnelse;0001-08-03;0001-08-03
7306.0;0001-03-31;0001-04-30;10800;;Avdeling;0001.22;;15760.0;NOK;19700.0;19700.0;0.0;;;;
7307.0;0001-03-31;0001-04-30;10798;;Avdeling;0001.21;;5250.0;NOK;6562.5;6562.5;0.0;0.0;Betalingspåminnelse;0001-08-03;0001-08-03
7308.0;0001-03-31;0001-04-30;10784;;Avdeling;0001.06;;176600.0;NOK;220750.0;0.0;220750.0;;;;
7309.0;0001-03-31;0001-04-30;10788;;Avdeling;0001.04;;13800.0;NOK;17250.0;17250.0;0.0;;;;
7310.0;0001-03-31;0001-04-30;10762;;Avdeling;0000.76;;2100.0;NOK;2625.0;2625.0;0.0;;;;
7311.0;0001-03-31;0001-04-30;10772;;Avdeling;0000.75;;276700.0;NOK;345875.0;345875.0;0.0;;;;
7312.0;0001-03-31;0001-04-30;10720;;Avdeling;0000.43;;5040.0;NOK;6300.0;6300.0;0.0;;;;
7313.0;0001-03-31;0001-04-30;10729;;Avdeling;0000.38;;3450.0;NOK;4312.5;4312.5;0.0;;;;
7314.0;0001-03-31;0001-04-30;10483;;Avdeling;0000.25;;17480.0;NOK;21850.0;21850.0;0.0;;;;
7315.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;64770.0;NOK;80962.5;0.0;80962.5;;;;
7316.0;0001-03-31;0001-05-05;10001;;Avdeling;0000.20;;31360.0;NOK;39200.0;39200.0;0.0;;;;
7317.0;0001-03-31;0001-04-30;10782;;Avdeling;nan;;17640.0;NOK;22050.0;22050.0;0.0;0.0;Betalingspåminnelse;0001-08-03;0001-08-03
7318.0;0001-03-31;0001-04-30;10009;;Avdeling;0000.16;;1960.0;NOK;2450.0;2450.0;0.0;;;;
7319.0;0001-03-31;0001-04-30;10515;;Avdeling;-001.77;;16800.0;NOK;21000.0;21000.0;0.0;;;;
7320.0;0001-03-31;0001-04-30;10663;;Avdeling;-001.72;;2100.0;NOK;2625.0;2625.0;0.0;;;;
7321.0;0001-03-31;0001-04-30;10572;;Avdeling;-002.55;;2550.0;NOK;3187.5;3187.5;0.0;;;;
7322.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;41390.0;NOK;51737.5;51737.5;0.0;;;;
7323.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;11960.0;NOK;14950.0;14950.0;0.0;;;;
7324.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;19580.0;NOK;24475.0;24475.0;0.0;;;;
7325.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;45970.0;NOK;57462.5;57462.5;0.0;;;;
7326.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;920.0;NOK;1150.0;1150.0;0.0;;;;
7327.0;0001-03-31;0001-04-30;10483;;Avdeling;nan;;10120.0;NOK;12650.0;12650.0;0.0;;;;
7328.0;0001-03-31;0001-04-30;10135;;Avdeling;nan;;36100.0;NOK;45125.0;45125.0;0.0;;;;
7329.0;0001-03-31;0001-04-30;10674;;Avdeling;nan;;37840.0;NOK;47300.0;47300.0;0.0;;;;
7330.0;0001-03-31;0001-04-30;10674;;Avdeling;4160007;;29400.0;NOK;36750.0;36750.0;0.0;;;;
7331.0;0001-03-31;0001-04-30;10524;;Avdeling;0001.08;;57150.0;NOK;71437.5;71437.5;0.0;;;;
7332.0;0001-03-31;0001-04-30;10789;;Avdeling;0001.10;;44990.0;NOK;56237.5;56237.5;0.0;;;;
7333.0;0001-03-31;0001-04-30;10750;;Avdeling;0000.59;;78800.0;NOK;98500.0;98500.0;0.0;;;;
7334.0;0001-03-31;0001-04-30;10572;;Avdeling;0000.40;;189000.0;NOK;236250.0;236250.0;0.0;;;;
7335.0;0001-03-31;0001-04-30;10325;;Avdeling;0000.23;;16800.0;NOK;21000.0;21000.0;0.0;;;;
7336.0;0001-03-31;0001-04-30;10325;;Avdeling;nan;;3600.0;NOK;4500.0;4500.0;0.0;;;;
7337.0;0001-03-31;0001-04-30;10693;;Avdeling;0000.15;;1960.0;NOK;2450.0;2450.0;0.0;0.0;Betalingspåminnelse;0001-08-03;0001-08-03
7338.0;0001-03-31;0001-04-30;10645;;Avdeling;-001.57;;40350.0;NOK;50437.5;50437.5;0.0;;;;
7339.0;0001-03-31;0001-04-30;10007;;Avdeling;-001.38;;63200.0;NOK;79000.0;79000.0;0.0;;;;
7340.0;0001-03-31;0001-04-30;10648;;Avdeling;nan;;10000.0;NOK;12500.0;0.0;12500.0;;;;
7341.0;0001-03-31;0001-04-30;10257;;Avdeling;nan;;5650.0;NOK;7062.5;7062.5;0.0;;;;
7342.0;0001-03-31;0001-05-15;10727;;Avdeling;nan;;17850.0;NOK;22312.5;22312.5;0.0;;;;
7343.0;0001-03-31;0001-04-30;10727;;Avdeling;nan;;21800.0;NOK;27250.0;27250.0;0.0;;;;
7344.0;0001-03-31;0001-04-30;10751;;Avdeling;nan;;188050.0;NOK;235062.5;235062.5;0.0;;;;
7345.0;0001-03-31;0001-04-30;10751;;Avdeling;nan;;23100.0;NOK;28875.0;28875.0;0.0;;;;
7346.0;0001-03-31;0001-04-30;10032;;Avdeling;nan;;24180.0;NOK;30225.0;30225.0;0.0;;;;
7347.0;0001-03-31;0001-04-30;10797;;Avdeling;0001.20;;15600.0;NOK;19500.0;0.0;19500.0;;;;
7348.0;0001-03-31;0001-04-30;10806;;Avdeling;0001.17;;13150.0;NOK;16437.5;16437.5;0.0;;;;
